code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,active_listening.l,active_learning.l,critical_thinking.l,monitoring.l,complex_problem_solving.l,time_management.l,social_perceptiveness.l,judgment_and_decision.l,systems_evaluation.l,programming.l,operations_analysis.l,problem_sensitivity.l,fluency_of_ideas.l,originality.l,deductive_reasoning.l,inductive_reasoning.l,information_ordering.l,written_expression.l,oral_expression.l,oral_comprehension.l,written_comprehension.l,freedom_to_make_decisions.l,installation.l,equipment_selection.l,equipment_maintenance.l,troubleshooting.l,repairing.l,finger_dexterity.l,manual_dexterity.l,wrist_finger_speed.l,visual_color_discrimination.l,exposed_to_hazardous_conditions.l,repairing_and_maintaining_electronic_equipment.l,repairing_and_maintaining_mechanical_equipment.l,basic.science.l,therapy_and_counseling.l,medicine_and_dentistry.l,chemistry.l,biology.l,psychology.l,deal_with_physically_aggressive_people.l,exposed_to_disease_or_infections.l,exposed_to_radiation.l,physical_proximity.l,consequence_of_error.l,assisting_and_caring_for_others.l,spatial_orientation.l,sound_localization.l,glare_sensitivity.l,night_vision.l,peripheral_vision.l,transportation.l,exposed_to_whole_body_vibrations.l,extremely_bright_or_inadequate_lighting.l,very_hot_or_cold_temperatures.l,exposed_to_high_places.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,indoors_not_environmentally_controlled.l,outdoors_exposed_to_weather.l,outdoors_under_cover.l,operating_vehicles_mechanized_devices_or_equipment.l,management_of_financial_resources.l,management_of_material_resources.l,management_of_personal_resources.l,coordination.l,administration_and_management.l,personnel_and_human_resources.l,responsibility_for_outcomes_and_results.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,resolving_conflicts_and_negotiating_with_others.l,coaching_and_developing_others.l,coordinating_the_work_and_activities_of_others.l,developing_and_building_teams.l,guiding_directing_and_motivating_subordinates.l,training_and_teaching_others.l,scheduling_work_and_activities.l,service_orientation.l,speech_recognition.l,face_to_face_discussions.l,telephone.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,frequency_of_conflict_situations.l,coordinate_or_lead_others.l,deal_with_external_customers.l,work_with_work_group_or_team.l,frequency_of_decision_making.l,identifying_objectives_actions_and_events.l,getting_information.l,monitoring_processes_materials_or_surroundings.l,interpreting_the_meaning_of_information_for_others.l,providing_consultation_and_advice_to_others.l,analysing_data_or_information.l,evaluating_information_to_determine_compliance_with_standards.l,judging_the_qualities_of_objects_services_or_people.l,processing_information.l,developing_objectives_and_strategies.l,making_decisions_and_solving_problems.l,organizing_planning_and_prioritizing_work.l,thinking_creatively.l,updating_and_using_relevant_knowledge.l,documenting_recording_information.l,working_with_computers.l,negotiation.l,persuasion.l,economics_and_accounting.l,customer_and_personal_service.l,sales_and_marketing.l,level_of_competition.l,communicating_with_people_outside_the_organization.l,performing_for_or_working_directly_with_the_public.l,selling_or_influencing_others.l,operations_monitoring.l,operation_and_control.l,time_sharing.l,selective_attention.l,explosive_strength.l,response_orientation.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,reaction_time.l,auditory_attention.l,hearing_sensitivity.l,far_vision.l,depth_perception.l,administrative.l,computers_and_electronics.l,electronic_mail.l,time_pressure.l,importance_of_being_exact_or_accurate.l,importance_of_repeating_same_tasks.l,performing_administrative_activities.l,quality_control_analysis.l,technology_design.l,visualization.l,telecommunications.l,building_and_construction.l,engineering_and_technology.l,mechanical.l,design.l,public_safety_and_security.l,production_and_processing.l,physics.l,spent_time_climbing_ladders_scaffolds_or_poles.l,inspecting_equipment_structures_or_materials.l,drafting_laying_out_and_specifying_technical_devices_parts_and_equipment.l,basic.mathematics.l,systems_analysis.l,category_flexibility.l,perceptual_speed.l,flexibility_of_closure.l,speed_of_closure.l,number_facility.l,mathematical_reasoning.l,memorization.l,mathematics.l,rate_control.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,exposed_to_contaminants.l,sounds_noise_levels_are_distracting_or_uncomfortable.l,exposed_to_hazardous_equipment.l,wear_common_protective_or_safety_equipment.l,wear_specialized_protective_or_safety_equipment.l,pace_determined_by_speed_of_equipment.l,controlling_machines_and_processes.l,handling_and_moving_objectives.l,learning_strategies.l,instructing.l,speech_clarity.l,english_language.l,history_and_archeology.l,philosophy_and_theology.l,fine_arts.l,communications_and_media.l,education_and_training.l,geography.l,sociology_and_anthropology.l,public_speaking.l,dynamic_flexibility.l,gross_body_equilibrium.l,extent_flexibility.l,gross_body_coordination.l,static_strength.l,dynamic_strength.l,trunk_strength.l,stamina.l,speed_of_limb_movement.l,responsible_for_others_health_and_safety.l,spend_time_bending_or_twisting_the_body.l,spend_time_keeping_or_regaining_balance.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l,cramped_work_space_awkward_positions.l,exposed_to_minor_burns_cuts_bites_or_stings.l,performing_general_physical_activities.l
31-2021,93660,93660,Physical Therapist Assistants,1,Health Science,Associate's degree,None,61180,Much faster than average,56.99999999999999,45,55.00000000000001,55.00000000000001,43,43,54,43,39,14.000000000000002,23,55.00000000000001,45,41,52,46,45,46,59,56.99999999999999,55.00000000000001,73,0,23,13,30,14.000000000000002,41,41,18,30,19,28.000000000000004,26,30,54,50,27,54,75,28.999999999999996,83,0,99,71,79,0,0,0,0,0,0,0,1,2,0,1,0,1,2,0,31,13,13,37,45,42,20,37,26,13,43,50,46,36,34,48,44,54,54,98,82,99,59,56.00000000000001,78,77,91,98,74,61,69,45,41,46,56.00000000000001,54,50,52,64,53,64,74,72,56.00000000000001,30,45,20,75,20,37,49,72,25,37,27,39,43,13,13,32,41,43,14.000000000000002,30,30,43,28.999999999999996,48,56.99999999999999,47,63,59,55.00000000000001,26,39,18,43,0,0,0,14.000000000000002,10,37,0,28.999999999999996,0,53,26,28.999999999999996,41,43,43,41,37,30,30,32,36,14.000000000000002,64,45,24,2,64,16,1,39,75,45,48,50,54,0,0,0,26,59,23,26,37,0,28.999999999999996,41,34,43,30,43,37,20,50,65,20,33,65,71,56.99999999999999,28.000000000000004,21,69
31-2022,42390,42390,Physical Therapist Aides,1,Health Science,High school diploma or equivalent,Short-term on-the-job training,29200,Much faster than average,45,39,41,46,39,34,50,30,23,0,14.000000000000002,43,28.999999999999996,28.999999999999996,43,43,43,41,45,54,43,73,0,0,13,27,0,39,39,21,28.999999999999996,17,13,15,25,55.00000000000001,45,20,27,56.00000000000001,24,86,2,95,57.99999999999999,70,0,0,0,0,0,16,1,4,13,1,5,0,7.000000000000001,5,3,13,0,5,30,45,28.000000000000004,21,53,25,18,39,45,50,39,28.000000000000004,39,42,43,45,99,86,98,57.99999999999999,50,64,51,90,63,52,42,64,41,28.999999999999996,37,39,40,45,39,48,51,44,49,50,41,30,34,14.000000000000002,66,24,39,51,55.00000000000001,24,34,28.999999999999996,32,41,0,28.999999999999996,30,39,41,21,27,30,41,27,46,45,54,39,73,48,33,25,18,39,22,0,13,17,13,33,16,18,0,43,13,27,28.999999999999996,43,34,30,28.999999999999996,28.999999999999996,27,28.999999999999996,31,16,69,43,34,8,53,3,20,38,76,39,41,43,47,9,26,10,27,54,11,30,20,13,25,39,30,45,28.999999999999996,41,34,27,67,55.00000000000001,19,40,53,74,70,32,28.999999999999996,61
31-9011,81030,81030,Massage Therapists,1,Human Services,Postsecondary nondegree award,None,46910,Much faster than average,46,43,46,43,39,34,46,41,34,0,18,48,39,41,45,43,43,43,52,55.00000000000001,45,89,0,0,0,5,0,46,45,28.999999999999996,18,1,11,13,14.000000000000002,36,39,20,41,55.00000000000001,9,31,1,83,41,71,0,0,0,0,0,0,1,23,3,2,0,0,11,5,9,0,7.000000000000001,13,13,27,40,28.000000000000004,16,51,23,48,38,34,30,35,41,41,45,43,94,81,91,30,33,18,79,38,83,60,54,53,44,46,36,49,50,42,43,57.99999999999999,56.99999999999999,55.00000000000001,56.99999999999999,52,31,25,23,35,75,49,56.99999999999999,50,74,30,7.000000000000001,0,32,43,13,0,27,45,45,0,14.000000000000002,13,28.999999999999996,16,46,31,66,32,51,56.00000000000001,47,14.000000000000002,16,27,7.000000000000001,0,12,10,0,37,0,16,2,31,0,21,30,39,27,32,30,16,16,28.999999999999996,15,0,64,7.000000000000001,15,1,15,0,2,14.000000000000002,59,41,32,45,42,0,31,0,30,46,0,33,10,14.000000000000002,27,45,21,43,50,48,45,9,45,74,43,22,84,81,16,17,13,65
31-9091,347170,347170,Dental Assistants,1,Health Science,Postsecondary nondegree award,None,38660,Faster than average,48,45,45,43,41,37,43,37,28.999999999999996,5,13,46,41,36,46,43,43,43,55.00000000000001,56.99999999999999,48,63,0,25,18,27,20,45,43,28.999999999999996,41,51,41,43,25,25,68,25,24,35,20,67,87,94,50,73,5,0,0,0,0,12,1,28.000000000000004,14.000000000000002,0,0,0,12,0,3,0,13,27,28.999999999999996,39,52,44,57.99999999999999,44,38,49,55.00000000000001,53,44,44,49,62,45,48,86,88,95,67,64,83,71,90,68,76,74,70,50,43,52,62,61,57.99999999999999,50,63,64,52,72,54,56.99999999999999,34,37,28.000000000000004,72,38,34,42,69,46,37,28.999999999999996,41,43,0,25,45,41,48,23,30,25,41,28.999999999999996,52,51,72,61,84,73,43,32,14.000000000000002,37,22,0,20,15,11,20,35,8,0,63,35,28.999999999999996,28.999999999999996,45,34,32,30,30,28.999999999999996,30,20,21,83,53,53,16,97,57.99999999999999,26,46,65,36,43,43,52,0,12,0,24,35,0,15,55.00000000000001,0,16,37,28.999999999999996,27,25,32,27,20,87,70,15,21,71,67,67,40,36,46
31-9092,727760,727760,Medical Assistants,1,Health Science,Postsecondary nondegree award,None,37190,Much faster than average,55.00000000000001,48,52,50,41,41,55.00000000000001,43,34,9,11,54,41,39,50,46,45,52,56.99999999999999,59,54,56.00000000000001,0,14.000000000000002,7.000000000000001,20,11,43,32,18,41,27,35,44,32,44,54,24,34,48,16,92,11,83,75,78,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,16,20,32,45,39,32,52,47,42,49,44,50,40,45,48,61,46,46,82,84,100,74,55.00000000000001,65,75,87,71,80,69,82,52,54,69,68,64,77,66,75,72,52,83,70,59,34,41,28.999999999999996,82,25,27,63,59,34,32,18,43,41,0,20,32,30,43,16,30,28.999999999999996,41,20,65,62,64,70,85,76,52,25,9,30,0,0,0,0,0,35,0,0,0,73,48,37,34,45,41,45,37,43,39,39,26,11,38,12,45,11,91,14.000000000000002,1,50,60,45,43,45,56.99999999999999,0,0,0,23,51,0,23,27,0,11,25,23,30,18,32,27,9,66,33,5,13,57.99999999999999,49,48,8,42,48
31-9093,61170,61170,Medical Equipment Preparers,1,Health Science,High school diploma or equivalent,Moderate-term on-the-job training,38220,Average,43,43,41,43,36,39,37,39,28.999999999999996,11,5,45,28.999999999999996,28.999999999999996,45,37,43,36,45,54,45,76,30,28.999999999999996,37,37,34,46,43,30,43,64,35,37,14.000000000000002,13,36,39,53,23,7.000000000000001,92,17,77,69,54,23,18,11,11,11,17,0,27,28.000000000000004,0,0,0,1,0,2,37,13,28.999999999999996,23,41,28.999999999999996,21,76,41,18,56.99999999999999,43,35,48,40,49,51,36,41,92,100,89,67,51,63,76,83,78,77,68,87,54,41,61,83,73,80,40,77,78,60,79,75,56.99999999999999,20,23,0,79,0,24,39,41,22,43,37,39,41,0,27,43,37,45,34,37,36,41,25,43,41,78,82,90,86,36,45,7.000000000000001,46,27,0,25,39,0,42,47,17,1,80,0,32,30,43,45,41,28.999999999999996,28.999999999999996,27,28.999999999999996,36,28.999999999999996,83,94,79,40,99,64,59,65,84,37,32,39,56.99999999999999,0,0,0,27,35,0,0,14.000000000000002,0,11,37,28.999999999999996,43,28.999999999999996,43,30,30,80,62,27,32,87,78,76,28.000000000000004,45,64
31-9094,55830,55830,Medical Transcriptionists,1,Health Science,Postsecondary nondegree award,None,30100,Decline,59,41,45,41,36,39,39,37,20,7.000000000000001,13,43,25,21,43,43,43,59,56.99999999999999,70,59,69,0,0,0,0,0,45,32,25,16,25,0,0,9,11,37,0,14.000000000000002,18,11,60,2,53,40,51,0,0,0,0,0,0,0,8,10,0,4,0,0,6,2,0,0,0,16,30,28.000000000000004,16,65,21,0,34,23,25,17,20,30,39,28.999999999999996,61,98,84,85,46,37,66,69,89,70,61,55.00000000000001,48,34,0,39,55.00000000000001,30,57.99999999999999,22,46,56.99999999999999,0,63,60,45,18,20,0,38,0,36,21,0,0,11,0,28.999999999999996,45,0,0,30,0,30,0,30,21,30,0,75,57.99999999999999,85,78,95,87,32,16,0,16,17,0,0,0,0,0,17,0,0,18,0,14.000000000000002,20,43,41,41,30,23,21,28.999999999999996,22,0,79,15,28.000000000000004,0,23,2,24,16,26,30,23,41,65,0,0,0,12,17,0,0,10,0,0,0,0,0,0,14.000000000000002,0,0,73,23,0,11,49,45,42,28.000000000000004,22,14.000000000000002
31-9095,43560,43560,Pharmacy Aides,1,Health Science,High school diploma or equivalent,Short-term on-the-job training,29930,Decline,43,36,41,37,34,32,41,32,16,7.000000000000001,7.000000000000001,43,25,21,43,39,39,39,50,56.99999999999999,45,67,0,5,7.000000000000001,13,0,41,30,13,36,11,34,32,7.000000000000001,23,35,20,0,24,21,78,1,82,69,62,5,0,0,0,0,0,0,34,21,17,23,0,10,10,9,33,13,20,23,39,30,11,53,37,0,50,38,53,68,66,73,39,45,48,84,98,96,73,56.00000000000001,70,88,92,61,78,70,73,46,37,46,50,73,52,45,65,48,50,71,47,73,23,25,17,64,28.999999999999996,41,60,69,42,23,14.000000000000002,30,32,0,14.000000000000002,20,30,32,9,20,14.000000000000002,39,18,40,36,68,62,87,70,38,25,9,30,15,0,0,19,0,34,23,0,9,65,31,34,21,39,37,30,25,32,32,27,32,7.000000000000001,67,16,38,3,7.000000000000001,3,24,42,70,32,28.999999999999996,43,36,0,0,0,28.000000000000004,28.999999999999996,0,0,6,5,11,34,16,28.999999999999996,18,39,20,0,62,27,1,25,66,97,34,11,7.000000000000001,43
31-9096,98970,98970,Veterinary Assistants and Laboratory Animal Caretakers,1,Health Science,High school diploma or equivalent,Short-term on-the-job training,29780,Faster than average,46,43,45,45,32,34,43,39,28.999999999999996,0,23,54,32,28.999999999999996,43,43,43,43,43,54,43,62,0,11,11,25,9,43,41,27,36,50,37,42,34,27,54,39,52,28.000000000000004,15,85,69,84,69,76,0,0,0,0,0,16,0,28.999999999999996,23,16,7.000000000000001,7.000000000000001,23,42,28.000000000000004,28.000000000000004,25,28.999999999999996,28.999999999999996,43,34,23,57.99999999999999,39,22,56.00000000000001,51,43,37,37,52,40,45,43,88,85,87,54,56.00000000000001,62,68,83,80,72,53,74,40,43,42,41,34,51,32,53,66,44,57.99999999999999,56.99999999999999,47,32,32,23,66,38,39,44,59,52,30,27,28.999999999999996,37,7.000000000000001,20,32,41,43,28.999999999999996,30,30,43,28.999999999999996,57.99999999999999,57.99999999999999,66,70,93,75,38,28.999999999999996,13,30,24,0,18,28.999999999999996,0,28.000000000000004,24,16,7.000000000000001,40,0,37,28.999999999999996,43,41,41,30,30,30,28.999999999999996,45,18,73,79,79,15,85,68,3,46,72,30,41,43,54,0,17,0,36,35,27,21,27,7.000000000000001,30,43,30,41,27,43,30,25,51,57.99999999999999,40,64,56.99999999999999,95,77,65,82,61
31-9097,132750,132750,Phlebotomists,1,Health Science,Postsecondary nondegree award,None,37380,Much faster than average,50,43,46,43,34,43,46,37,27,9,0,45,32,30,46,43,46,43,56.99999999999999,56.99999999999999,55.00000000000001,71,0,14.000000000000002,11,23,9,48,43,11,37,47,40,31,30,27,44,46,42,61,51,88,27,76,87,76,0,0,0,0,0,19,2,23,13,4,11,0,14.000000000000002,7.000000000000001,4,19,11,16,34,43,46,43,72,42,36,54,60,54,55.00000000000001,50,62,60,46,43,96,92,96,79,66,71,82,90,79,66,57.99999999999999,69,51,40,59,64,53,77,45,67,72,48,72,66,59,25,36,27,79,24,54,47,69,19,25,18,30,43,13,14.000000000000002,30,30,55.00000000000001,21,32,25,41,28.999999999999996,56.00000000000001,55.00000000000001,82,86,95,81,55.00000000000001,32,9,37,18,23,22,22,23,41,38,21,5,56.00000000000001,27,30,28.999999999999996,45,43,45,28.999999999999996,30,28.999999999999996,30,32,14.000000000000002,82,47,57.99999999999999,24,96,56.00000000000001,38,45,56.00000000000001,43,43,43,56.99999999999999,0,22,0,28.999999999999996,52,18,40,36,0,14.000000000000002,32,27,28.999999999999996,16,32,25,14.000000000000002,84,57.99999999999999,25,42,86,82,68,44,28.999999999999996,57.99999999999999
31-9099,108410,54205,Endoscopy Technicians,2,Health Science,High school diploma or equivalent,None,37740,Faster than average,48,43,46,45,37,36,45,43,30,5,0,48,32,28.999999999999996,45,43,46,45,56.99999999999999,56.99999999999999,50,71,0,30,41,39,34,45,45,28.999999999999996,39,60,36,46,13,19,46,41,37,36,19,87,28.999999999999996,83,86,79,0,0,0,0,0,18,0,21,6,0,4,0,4,0,2,27,7.000000000000001,16,28.999999999999996,43,32,33,71,34,27,44,55.00000000000001,47,47,42,65,40,43,43,93,69,86,56.99999999999999,49,63,59,90,69,59,59,69,44,45,44,62,52,56.00000000000001,37,64,69,41,73,61,49,30,36,25,55.00000000000001,22,40,43,49,21,43,43,39,45,7.000000000000001,27,46,43,46,30,25,28.999999999999996,41,32,44,42,56.99999999999999,69,90,75,31,41,7.000000000000001,41,21,0,24,36,16,41,38,18,1,63,27,30,32,45,43,41,32,30,27,32,27,30,88,79,37,8,97,55.00000000000001,44,60,78,34,41,43,53,0,20,0,23,53,0,21,22,0,18,39,25,41,28.999999999999996,37,27,20,88,49,24,24,74,91,67,25,24,53
31-9099,108410,54205,Speech-Language Pathology Assistants,2,Health Science,High school diploma or equivalent,None,37740,Faster than average,56.99999999999999,39,50,50,45,43,54,45,45,5,0,50,39,36,45,46,45,55.00000000000001,59,59,55.00000000000001,70,0,0,0,0,0,39,28.999999999999996,0,36,0,15,0,20,52,17,0,9,72,31,51,0,78,10,61,0,0,0,0,0,0,0,15,16,0,2,0,13,4,1,0,16,21,36,45,39,28.999999999999996,36,30,0,48,56.00000000000001,43,34,38,50,59,48,64,94,76,100,39,40,82,60,98,55.00000000000001,57.99999999999999,75,65,54,33,49,56.99999999999999,54,62,52,60,63,54,64,55.00000000000001,42,37,39,0,64,0,41,49,65,10,25,0,41,41,0,0,25,0,30,0,37,0,41,13,61,56.99999999999999,70,67,69,33,42,0,20,34,10,0,0,0,0,31,0,0,0,30,0,34,41,41,41,39,39,36,32,39,47,0,49,4,21,0,9,0,2,21,37,45,45,55.00000000000001,65,0,32,0,30,52,20,28.000000000000004,43,0,0,0,0,0,0,0,0,0,35,22,0,16,26,32,28.999999999999996,5,9,31
33-1011,54470,54470,First-Line Supervisors of Correctional Officers,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,None,62220,Decline,56.99999999999999,46,56.99999999999999,61,46,55.00000000000001,56.99999999999999,46,45,7.000000000000001,23,56.99999999999999,43,39,56.99999999999999,55.00000000000001,45,56.99999999999999,56.99999999999999,56.99999999999999,55.00000000000001,78,0,0,0,14.000000000000002,0,28.999999999999996,32,11,27,27,31,28.999999999999996,7.000000000000001,55.00000000000001,21,17,0,71,83,71,16,76,56.00000000000001,73,28.999999999999996,21,21,14.000000000000002,30,38,1,44,49,18,42,7.000000000000001,51,65,23,43,18,27,56.99999999999999,56.99999999999999,56.00000000000001,56.99999999999999,87,46,57.99999999999999,82,76,69,62,80,72,64,43,46,93,98,94,89,88,76,60,92,92,72,63,73,56.00000000000001,63,56.99999999999999,73,63,66,51,73,71,54,62,74,56.99999999999999,45,52,20,54,0,49,55.00000000000001,57.99999999999999,48,28.999999999999996,23,43,52,43,41,30,32,36,45,43,28.999999999999996,46,28.999999999999996,57.99999999999999,60,99,79,71,66,61,27,9,36,28.999999999999996,13,13,20,17,78,28.999999999999996,0,10,62,37,28.999999999999996,45,43,45,46,39,32,28.999999999999996,34,38,13,35,55.00000000000001,75,16,55.00000000000001,14.000000000000002,3,42,49,45,48,54,56.99999999999999,10,46,0,38,67,0,51,74,7.000000000000001,43,30,41,55.00000000000001,30,45,43,27,94,33,20,21,35,57.99999999999999,63,31,52,57.99999999999999
33-1012,128230,128230,First-Line Supervisors of Police and Detectives,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,99330,Average,59,55.00000000000001,59,63,56.99999999999999,59,56.99999999999999,52,48,14.000000000000002,37,56.99999999999999,52,48,59,56.99999999999999,54,56.99999999999999,61,61,56.99999999999999,93,0,0,0,16,0,37,39,16,43,43,28.000000000000004,28.000000000000004,16,54,30,27,16,71,64,56.99999999999999,11,77,73,73,32,30,30,30,30,41,4,57.99999999999999,71,17,95,28.999999999999996,56.99999999999999,88,45,52,43,41,56.99999999999999,56.99999999999999,62,63,86,60,55.00000000000001,84,71,72,63,80,63,70,48,55.00000000000001,97,97,97,80,86,84,95,95,87,78,75,72,56.00000000000001,71,66,72,63,68,63,78,80,63,76,69,59,50,56.99999999999999,30,84,23,61,78,81,55.00000000000001,34,30,50,50,39,43,39,39,41,50,39,37,52,36,57.99999999999999,54,96,77,84,70,64,28.999999999999996,13,41,44,0,21,23,25,82,27,14.000000000000002,9,53,28.999999999999996,37,46,52,43,52,48,41,37,43,43,36,53,64,68,64,64,48,12,37,49,55.00000000000001,56.99999999999999,55.00000000000001,62,19,42,0,44,72,32,52,47,0,30,32,30,43,30,37,32,30,87,33,25,20,43,42,37,43,45,62
33-1021,80890,80890,First-Line Supervisors of Firefighting and Prevention Workers,1,"Law, Public Safety, Corrections & Security",Postsecondary nondegree award,Moderate-term on-the-job training,78230,Average,56.00000000000001,55.00000000000001,59,63,56.99999999999999,55.00000000000001,53,56.99999999999999,51,8,43,63,54,50,59,57.99999999999999,54,56.00000000000001,62,60,56.99999999999999,87,0,32,37,37,31,40,44,28.000000000000004,41,68,33,65,32,38,37,45,33,56.99999999999999,30,47,14.000000000000002,75,84,78,46,28.999999999999996,44,21,27,47,36,62,76,44,85,44,73,87,51,68,27,33,56.00000000000001,59,59,59,87,68,56.00000000000001,70,69,71,69,78,70,67,50,49,92,93,89,52,53,87,82,91,83,74,65,81,46,63,51,63,66,56.99999999999999,69,85,79,65,78,60,40,43,49,38,85,24,64,70,76,40,45,45,52,49,14.000000000000002,43,53,49,42,50,46,41,61,46,63,51,86,64,73,50,56.00000000000001,46,15,52,43,54,45,62,38,74,28.999999999999996,47,26,65,41,46,50,53,49,55.00000000000001,52,39,40,40,49,33,63,73,81,73,83,60,22,70,87,52,52,53,63,21,27,0,43,73,54,37,53,0,34,48,39,54,43,46,46,37,93,49,38,38,46,52,47,53,66,87
33-2011,317310,317310,Firefighters,1,"Law, Public Safety, Corrections & Security",Postsecondary nondegree award,Long-term on-the-job training,50700,Average,50,43,54,53,42,43,44,46,41,0,0,56.99999999999999,43,43,54,51,47,44,55.00000000000001,56.99999999999999,47,78,0,38,40,42,41,46,54,35,48,67,40,63,23,45,53,60,34,62,43,61,20,81,73,82,49,39,43,39,42,56.00000000000001,41,76,70,52,85,50,62,82,56.99999999999999,67,13,27,39,54,48,37,76,51,42,57.99999999999999,62,60,54,50,60,47,46,48,93,83,91,63,59,82,86,91,81,70,60,77,46,54,53,54,57.99999999999999,56.00000000000001,52,64,61,48,68,59,42,43,43,22,85,0,68,64,68,34,45,44,46,49,31,54,54,55.00000000000001,48,54,48,43,52,54,48,51,78,72,79,57.99999999999999,45,38,14.000000000000002,50,44,65,41,64,36,75,24,53,31,66,34,32,43,45,49,51,44,30,32,38,50,50,70,81,78,75,87,75,27,70,84,43,44,47,52,0,27,0,43,69,45,23,52,12,44,54,44,57.99999999999999,56.00000000000001,56.00000000000001,54,44,88,57.99999999999999,41,42,53,65,48,60,60,82
33-2021,14600,14600,Fire Inspectors and Investigators,1,"Law, Public Safety, Corrections & Security",Postsecondary nondegree award,Moderate-term on-the-job training,64600,Average,57.99999999999999,52,57.99999999999999,49,50,45,46,54,44,13,0,63,46,42,57.99999999999999,60,56.00000000000001,54,60,59,54,88,0,0,0,35,0,37,33,15,51,47,27,30,46,30,32,45,21,57.99999999999999,25,49,10,67,61,65,32,21,30,24,21,42,12,62,66,42,89,22,57.99999999999999,86,50,44,16,17,37,46,48,43,64,46,35,65,60,63,52,54,56.99999999999999,57.99999999999999,42,53,98,96,98,60,62,76,91,83,82,75,67,68,51,59,64,74,61,67,51,70,69,51,77,61,46,40,44,18,86,0,57.99999999999999,78,77,40,40,34,41,46,12,31,38,39,37,32,39,34,56.00000000000001,39,51,55.00000000000001,95,72,89,57.99999999999999,51,39,12,48,35,64,41,51,44,72,21,51,28.999999999999996,65,40,40,42,55.00000000000001,51,60,46,35,36,38,45,23,43,68,67,49,73,41,6,39,72,43,43,51,59,18,37,0,46,74,39,32,39,0,28.000000000000004,35,28.000000000000004,35,25,34,28.999999999999996,21,67,39,24,27,41,55.00000000000001,52,44,42,75
33-2022,2770,2770,Forest Fire Inspectors and Prevention Specialists,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,42600,Much faster than average,46,46,55.00000000000001,48,46,48,41,46,45,9,14.000000000000002,59,41,43,52,52,45,48,56.99999999999999,56.99999999999999,50,89,0,20,20,30,16,37,34,16,37,56.99999999999999,36,55.00000000000001,25,30,25,41,44,47,31,36,24,54,70,66,34,16,23,16,20,47,38,69,73,42,92,36,88,91,56.00000000000001,52,16,25,48,54,61,60,78,55.00000000000001,40,61,68,69,63,55.00000000000001,65,55.00000000000001,43,43,97,94,95,62,57.99999999999999,85,84,97,83,71,53,74,41,49,42,51,53,52,63,66,80,56.00000000000001,65,56.00000000000001,40,41,45,33,75,21,84,66,70,40,37,34,41,45,13,28.999999999999996,41,43,39,28.999999999999996,32,30,52,43,62,60,93,70,76,64,47,32,13,41,39,31,38,56.99999999999999,35,70,28.999999999999996,46,23,57.99999999999999,33,34,45,45,46,55.00000000000001,46,37,37,32,45,20,62,81,83,63,79,51,28.999999999999996,47,81,45,43,48,56.00000000000001,32,12,0,50,70,56.00000000000001,32,55.00000000000001,7.000000000000001,23,32,28.999999999999996,32,28.999999999999996,39,30,20,88,55.00000000000001,36,36,59,61,57.99999999999999,41,69,84
33-3011,16420,16420,Bailiffs,1,"Law, Public Safety, Corrections & Security",High school diploma or equivalent,Moderate-term on-the-job training,48320,Little or no change,45,30,45,46,34,34,48,43,11,0,0,55.00000000000001,23,20,43,43,41,32,46,46,43,69,0,0,0,0,0,20,18,0,21,5,23,20,0,38,0,0,0,48,51,24,4,73,49,73,13,11,9,11,14.000000000000002,26,0,20,14.000000000000002,0,28.999999999999996,0,25,28.000000000000004,10,43,0,5,30,41,34,31,36,32,48,75,61,50,43,49,50,41,36,46,84,69,91,74,60,67,85,86,70,70,60,77,44,53,59,55.00000000000001,60,59,46,72,65,49,72,61,45,39,41,13,55.00000000000001,0,37,60,67,36,21,11,36,45,45,36,13,30,21,41,28.999999999999996,18,41,21,34,31,66,56.00000000000001,77,51,40,16,0,20,26,0,0,0,0,66,0,0,2,50,20,11,20,32,32,32,32,13,7.000000000000001,27,22,11,28.999999999999996,21,34,5,33,3,0,36,55.00000000000001,28.999999999999996,30,45,44,0,22,0,22,43,16,28.000000000000004,42,0,28.999999999999996,30,32,46,32,43,32,28.999999999999996,61,22,22,13,31,60,39,10,8,68
