code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,installation.l,equipment_selection.l,equipment_maintenance.l,repairing.l,finger_dexterity.l,manual_dexterity.l,wrist_finger_speed.l,repairing_and_maintaining_electronic_equipment.l,repairing_and_maintaining_mechanical_equipment.l,therapy_and_counseling.l,medicine_and_dentistry.l,biology.l,deal_with_physically_aggressive_people.l,exposed_to_disease_or_infections.l,physical_proximity.l,assisting_and_caring_for_others.l,spatial_orientation.l,sound_localization.l,glare_sensitivity.l,night_vision.l,peripheral_vision.l,transportation.l,exposed_to_whole_body_vibrations.l,extremely_bright_or_inadequate_lighting.l,very_hot_or_cold_temperatures.l,exposed_to_high_places.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,indoors_not_environmentally_controlled.l,outdoors_exposed_to_weather.l,outdoors_under_cover.l,operating_vehicles_mechanized_devices_or_equipment.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,telephone.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,frequency_of_conflict_situations.l,deal_with_external_customers.l,work_with_work_group_or_team.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,customer_and_personal_service.l,sales_and_marketing.l,performing_for_or_working_directly_with_the_public.l,selling_or_influencing_others.l,explosive_strength.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,reaction_time.l,administrative.l,computers_and_electronics.l,electronic_mail.l,importance_of_being_exact_or_accurate.l,importance_of_repeating_same_tasks.l,building_and_construction.l,engineering_and_technology.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,rate_control.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,exposed_to_contaminants.l,exposed_to_hazardous_equipment.l,wear_common_protective_or_safety_equipment.l,pace_determined_by_speed_of_equipment.l,controlling_machines_and_processes.l,handling_and_moving_objectives.l,history_and_archeology.l,philosophy_and_theology.l,fine_arts.l,communications_and_media.l,geography.l,sociology_and_anthropology.l,public_speaking.l,gross_body_equilibrium.l,extent_flexibility.l,gross_body_coordination.l,static_strength.l,dynamic_strength.l,trunk_strength.l,stamina.l,speed_of_limb_movement.l,spend_time_bending_or_twisting_the_body.l,spend_time_keeping_or_regaining_balance.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l,exposed_to_minor_burns_cuts_bites_or_stings.l,performing_general_physical_activities.l
17-2121,7380,7380,Marine Engineers and Naval Architects,1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,93370,Slower than average,26,63,62,0,0,0,0,33,22,19,32,42,0,0,22,6,3,56.99999999999999,28.000000000000004,22,0,21,0,0,54,28.999999999999996,41,44,34,32,19,63,52,47,27,46,43,36,93,77,32,39,59,84,56.99999999999999,69,56.00000000000001,40,54,45,0,35,0,24,25,32,27,46,61,93,86,46,56.00000000000001,87,80,45,69,62,64,0,51,54,50,70,25,32,34,0,0,0,28.999999999999996,38,0,28.000000000000004,0,25,0,0,19,32,0,0,28.999999999999996,24,30,40,47,25,34,40
17-2131,21530,21530,Materials Engineers,1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,98300,Average,25,56.99999999999999,70,0,27,13,14.000000000000002,32,30,20,49,48,0,20,28.999999999999996,3,3,47,40,0,0,0,0,0,24,1,19,18,5,14.000000000000002,6,37,17,19,22,46,56.00000000000001,48,80,72,28.999999999999996,43,51,86,72,77,62,36,54,44,46,56.00000000000001,0,34,11,30,27,47,66,100,78,30,35,78,70,69,56.99999999999999,54,66,16,38,44,47,81,22,64,47,12,17,0,38,24,0,45,0,13,0,0,0,9,0,0,16,7.000000000000001,13,22,39,23,23,33
17-2141,278240,92746.66666666667,Automotive Engineers,3,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,95300,Average,43,61,56.99999999999999,0,0,0,0,36,21,0,46,49,11,0,18,4,0,52,35,21,21,16,20,18,54,5,19,25,9,56.00000000000001,20,40,37,31,42,51,61,51,98,82,41,57.99999999999999,62,90,71,86,70,41,63,52,30,60,0,34,23,27,25,43,67,100,84,48,19,91,85,62,71,59,68,18,36,25,26,59,14.000000000000002,44,40,11,12,0,36,37,28.999999999999996,44,0,0,0,0,0,0,0,13,15,10,10,27,28.000000000000004,24,13,30
17-2141,278240,92746.66666666667,Fuel Cell Engineers,3,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,95300,Average,0,0,63,0,36,32,39,41,36,21,46,47,0,0,0,6,0,42,34,0,0,0,0,0,32,3,5,12,4,15,7.000000000000001,22,13,14.000000000000002,23,32,51,30,75,70,28.000000000000004,32,36,75,65,69,69,28.000000000000004,27,25,25,37,0,39,25,39,20,33,71,92,70,30,20,92,76,49,55.00000000000001,52,61,20,36,33,26,74,21,43,32,0,0,0,22,0,0,31,0,0,0,0,0,0,0,0,11,3,12,22,37,12,8,26
17-2141,278240,92746.66666666667,Mechanical Engineers,3,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,95300,Average,34,66,59,37,37,23,25,32,14.000000000000002,9,26,31,0,23,20,16,7.000000000000001,57.99999999999999,25,5,0,0,0,0,28.000000000000004,8,21,33,22,34,15,47,24,20,19,35,48,22,93,86,49,51,51,80,42,68,56.99999999999999,25,48,33,16,31,0,0,0,25,30,51,67,83,84,62,36,87,84,49,70,61,68,5,50,36,47,86,33,44,34,0,0,0,25,21,0,38,0,0,0,0,0,14.000000000000002,0,0,32,12,24,35,44,35,25,28.000000000000004
17-2151,7370,7370,"Mining and Geological Engineers, Including Mining Safety Engineers",1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,97090,Slower than average,43,59,66,0,36,0,0,20,0,13,14.000000000000002,14.000000000000002,0,0,26,5,7.000000000000001,48,27,21,0,9,0,0,38,11,46,43,28.999999999999996,56.99999999999999,18,55.00000000000001,47,28.000000000000004,26,37,48,27,83,74,38,43,41,81,67,78,61,40,42,35,28.999999999999996,42,0,5,5,0,23,60,57.99999999999999,98,77,62,46,81,66,55.00000000000001,66,54,63,0,31,56.00000000000001,52,63,17,31,37,13,0,0,25,56.99999999999999,0,28.000000000000004,0,0,0,0,0,18,0,0,17,12,13,32,36,30,28.000000000000004,42
17-2161,12670,12670,Nuclear Engineers,1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,120380,Decline,16,66,70,0,14.000000000000002,14.000000000000002,14.000000000000002,0,16,0,42,40,0,15,40,1,1,46,24,0,0,0,0,0,31,2,20,30,21,24,11,43,31,28.000000000000004,21,36,44,35,93,75,27,38,43,83,69,82,63,32,37,26,28.000000000000004,32,0,14.000000000000002,0,27,9,45,68,100,86,39,52,93,76,46,61,55.00000000000001,59,7.000000000000001,25,31,32,57.99999999999999,12,50,33,14.000000000000002,0,0,35,27,0,39,0,0,0,0,0,11,0,0,12,4,11,28.999999999999996,26,24,14.000000000000002,32
17-2171,22100,22100,Petroleum Engineers,1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,130850,Average,16,25,66,13,14.000000000000002,0,0,21,0,0,0,0,0,0,24,5,0,28.999999999999996,34,0,0,0,0,0,28.999999999999996,1,18,28.000000000000004,9,49,11,28.000000000000004,30,18,0,35,56.00000000000001,37,95,89,25,46,55.00000000000001,97,65,78,62,50,44,33,33,49,0,18,9,0,0,54,56.99999999999999,100,71,47,16,75,53,28.999999999999996,56.99999999999999,46,55.00000000000001,0,32,37,28.000000000000004,43,13,0,13,0,0,0,28.000000000000004,43,0,38,0,0,0,0,0,9,0,0,7.000000000000001,7.000000000000001,5,25,28.999999999999996,24,6,16
17-2199,151940,18992.5,"Energy Engineers, Except Wind and Solar",8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,18,55.00000000000001,55.00000000000001,0,0,0,0,18,0,0,28.000000000000004,32,0,0,27,7.000000000000001,10,41,27,0,0,0,0,0,26,1,30,36,30,39,2,51,33,28.999999999999996,18,45,55.00000000000001,49,93,84,35,49,64,81,62,71,59,55.00000000000001,65,55.00000000000001,38,56.99999999999999,0,18,7.000000000000001,0,0,49,54,98,74,43,67,79,65,21,59,56.99999999999999,56.99999999999999,0,22,26,31,47,7.000000000000001,25,27,14.000000000000002,15,0,38,38,22,39,0,0,0,0,0,13,0,0,19,9,18,22,34,25,13,39
17-2199,151940,18992.5,Mechatronics Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,0,0,63,0,0,0,0,32,11,16,31,30,0,0,0,5,1,61,22,0,0,0,0,0,30,6,23,16,16,30,15,39,19,26,30,39,43,38,91,86,37,46,49,90,51,65,66,30,35,33,15,52,0,28.999999999999996,21,28.999999999999996,20,40,76,100,78,32,33,88,84,68,55.00000000000001,48,55.00000000000001,20,14.000000000000002,17,30,53,10,63,35,0,0,0,24,0,0,32,0,0,0,0,0,0,0,0,12,4,12,15,30,22,8,41
17-2199,151940,18992.5,Microsystems Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,36,0,64,0,34,23,25,41,39,21,61,42,0,14.000000000000002,31,9,6,44,36,0,0,0,0,0,18,6,24,19,15,27,6,36,28.000000000000004,25,17,43,44,33,85,73,28.000000000000004,31,57.99999999999999,87,57.99999999999999,74,66,33,46,32,0,33,13,37,18,43,16,39,86,94,80,48,0,88,74,54,55.00000000000001,55.00000000000001,54,18,47,31,17,35,10,55.00000000000001,50,0,0,0,34,20,0,40,0,18,0,16,0,27,0,0,18,3,9,37,35,12,9,42
17-2199,151940,18992.5,Nanosystems Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,39,0,66,0,0,32,32,46,37,27,59,54,9,30,56.99999999999999,6,12,50,33,0,0,0,0,0,10,2,19,8,2,5,1,10,8,7.000000000000001,25,38,59,40,84,72,25,33,39,82,72,86,67,28.999999999999996,33,33,33,49,7.000000000000001,0,23,46,20,36,70,99,81,36,22,86,66,60,73,61,66,14.000000000000002,45,48,28.999999999999996,78,26,71,51,7.000000000000001,0,0,28.999999999999996,18,17,44,0,23,0,13,0,28.999999999999996,0,0,11,1,10,30,38,21,7.000000000000001,30
17-2199,151940,18992.5,Photonics Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,39,55.00000000000001,66,0,50,32,43,43,36,11,56.99999999999999,44,0,12,19,7.000000000000001,1,47,31,0,0,20,0,0,16,1,27,6,3,9,4,21,10,13,20,21,50,34,81,84,31,40,45,90,66,81,66,22,35,30,16,40,0,45,16,43,14.000000000000002,35,75,99,85,35,12,93,76,48,70,61,70,11,37,20,28.000000000000004,51,14.000000000000002,63,50,0,0,0,28.000000000000004,16,0,41,0,0,0,5,0,14.000000000000002,0,0,12,4,14.000000000000002,22,28.999999999999996,19,11,27
17-2199,151940,18992.5,Robotics Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,55.00000000000001,56.99999999999999,66,46,59,54,54,52,43,27,70,62,0,15,22,4,0,55.00000000000001,41,14.000000000000002,7.000000000000001,11,5,5,24,3,25,28.999999999999996,14.000000000000002,28.000000000000004,11,49,25,23,33,33,54,27,87,74,33,48,50,86,62,77,72,33,49,39,21,41,7.000000000000001,46,34,43,43,46,81,98,88,40,35,88,83,56.00000000000001,66,56.99999999999999,68,37,45,34,51,72,38,76,54,0,0,0,31,0,0,45,0,27,0,9,0,28.999999999999996,0,7.000000000000001,18,10,25,25,42,23,14.000000000000002,37
17-2199,151940,18992.5,Solar Energy Systems Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,23,0,59,0,21,27,27,39,34,20,48,36,0,0,0,2,4,50,32,0,0,20,0,0,20,7.000000000000001,39,47,48,52,14.000000000000002,59,56.99999999999999,44,28.999999999999996,31,56.00000000000001,37,93,70,27,41,51,76,46,54,56.00000000000001,36,50,52,44,50,18,32,27,32,0,42,55.00000000000001,94,73,28.999999999999996,65,71,69,28.000000000000004,55.00000000000001,50,55.00000000000001,0,44,14.000000000000002,26,53,7.000000000000001,28.999999999999996,50,0,0,0,32,28.000000000000004,12,31,23,23,16,20,18,30,21,0,19,22,19,21,38,22,22,50
17-2199,151940,18992.5,Wind Energy Engineers,8,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,100640,Slower than average,0,52,55.00000000000001,0,0,0,0,32,0,11,24,25,0,0,23,1,1,38,31,0,0,0,0,0,39,2,11,22,13,33,5,21,28.999999999999996,13,25,42,52,37,82,67,27,36,50,77,65,67,56.99999999999999,44,62,46,25,43,0,20,16,23,13,57.99999999999999,73,98,79,41,59,90,82,49,64,54,63,14.000000000000002,17,9,17,28.999999999999996,6,36,37,15,0,0,36,56.00000000000001,20,31,0,0,0,0,0,0,0,0,6,3,7.000000000000001,25,23,15,8,36
17-3011,101310,101310,Architectural and Civil Drafters,1,Architecture & Construction,Associate's degree,None,60340,Little or no change,21,42,54,0,0,0,0,37,28.999999999999996,0,0,0,0,0,12,0,4,48,26,0,0,0,0,0,35,0,17,20,14.000000000000002,32,4,20,34,18,0,21,0,17,86,75,30,37,52,86,41,65,61,20,46,34,28.999999999999996,24,0,31,0,35,0,44,69,98,91,65,72,78,86,34,54,46,48,0,56.00000000000001,13,12,21,7.000000000000001,0,18,13,0,0,32,51,0,38,0,0,0,0,0,13,0,0,13,5,6,60,28.999999999999996,17,8,17
17-3012,20830,20830,Electrical and Electronics Drafters,1,Manufacturing,Associate's degree,None,61510,Slower than average,14.000000000000002,43,54,0,0,0,0,38,22,8,28.999999999999996,0,0,0,0,6,1,48,28.000000000000004,0,0,0,0,0,0,2,6,10,4,16,2,15,19,10,0,0,0,0,84,78,36,45,56.99999999999999,89,38,51,63,0,42,18,0,0,0,0,0,28.999999999999996,0,57.99999999999999,70,99,89,73,25,73,72,35,43,38,43,0,53,16,8,27,10,25,28.999999999999996,0,0,0,24,0,0,23,0,0,0,0,0,0,0,0,12,2,3,72,18,16,7.000000000000001,21
17-3013,47760,47760,Mechanical Drafters,1,Manufacturing,Associate's degree,None,60200,Decline,32,45,46,0,0,0,0,46,27,11,20,31,0,0,0,1,0,50,27,0,0,0,0,0,24,0,18,13,7.000000000000001,8,2,17,3,3,21,24,23,0,78,68,30,35,42,72,42,54,65,13,42,27,14.000000000000002,22,0,39,0,34,0,54,70,98,93,64,36,80,87,50,55.00000000000001,48,52,0,52,23,25,60,8,31,31,0,0,0,31,21,0,24,0,0,0,0,0,11,0,0,24,1,7.000000000000001,64,24,20,8,28.000000000000004
17-3021,10900,10900,Aerospace Engineering and Operations Technologists and Technicians,1,Manufacturing,Associate's degree,None,73580,Average,23,39,56.99999999999999,27,34,48,43,43,43,21,49,40,0,0,0,1,0,52,28.999999999999996,0,0,11,0,0,43,6,41,24,26,25,7.000000000000001,24,18,12,33,30,48,14.000000000000002,88,76,34,45,67,87,51,70,53,18,59,0,0,31,7.000000000000001,43,32,43,23,56.00000000000001,56.99999999999999,92,99,59,0,73,56.00000000000001,60,43,43,45,18,78,53,47,85,17,47,56.99999999999999,0,0,0,21,0,0,18,11,28.999999999999996,5,20,18,27,0,0,48,23,35,40,49,26,39,40
17-3022,64170,64170,Civil Engineering Technologists and Technicians,1,Architecture & Construction,Associate's degree,None,58320,Slower than average,14.000000000000002,43,56.99999999999999,0,0,0,0,34,27,13,0,0,12,8,26,6,22,56.99999999999999,27,16,5,7.000000000000001,9,5,48,14.000000000000002,23,41,17,62,9,38,63,16,28.000000000000004,40,32,18,82,89,43,46,75,86,46,69,49,23,61,14.000000000000002,36,22,0,28.999999999999996,18,27,16,61,63,95,75,52,68,72,70,31,48,48,54,9,41,45,48,53,11,20,27,18,0,0,26,48,0,28.999999999999996,0,0,0,0,7.000000000000001,16,0,0,26,16,18,68,36,32,36,25
17-3023,101450,101450,Electrical and Electronic Engineering Technologists and Technicians,1,Manufacturing,Associate's degree,None,63640,Slower than average,0,0,52,0,43,0,44,46,40,23,68,45,0,0,0,7.000000000000001,5,53,36,0,0,0,0,0,26,8,30,34,23,32,15,42,36,30,30,28.999999999999996,45,22,81,76,40,41,49,81,52,67,65,18,56.99999999999999,28.000000000000004,28.000000000000004,32,0,41,31,45,28.000000000000004,47,75,96,85,55.00000000000001,33,73,67,50,50,43,47,16,60,43,40,67,17,57.99999999999999,57.99999999999999,0,0,0,34,0,0,26,0,0,0,0,0,0,0,0,24,13,24,38,40,28.000000000000004,38,50
17-3024,11590,5795,Electro-Mechanical and Mechatronics Technologists and Technicians,2,Manufacturing,Associate's degree,None,60360,Decline,28.999999999999996,32,45,45,43,55.00000000000001,54,55.00000000000001,52,30,76,63,0,0,0,18,12,62,30,20,0,27,0,0,12,2,38,28.999999999999996,18,36,25,54,28.999999999999996,24,27,0,28.999999999999996,0,69,83,66,64,43,82,46,61,48,6,18,0,0,19,13,55.00000000000001,41,54,52,21,61,66,88,76,25,56.99999999999999,41,45,41,43,41,32,88,69,52,80,38,73,57.99999999999999,0,0,0,14.000000000000002,0,0,22,16,18,27,39,18,36,25,23,37,18,28.000000000000004,53,51,45,39,56.99999999999999
17-3024,11590,5795,Robotics Technicians,2,Manufacturing,Associate's degree,None,60360,Decline,39,32,55.00000000000001,46,46,55.00000000000001,56.99999999999999,59,55.00000000000001,36,86,68,0,0,14.000000000000002,2,13,54,23,25,27,27,20,23,23,7.000000000000001,43,43,35,35,13,61,41,34,38,27,34,28.000000000000004,86,73,28.000000000000004,38,46,79,50,62,68,19,40,17,0,27,13,56.99999999999999,41,55.00000000000001,43,40,75,99,90,46,36,71,60,53,54,43,43,39,71,57.99999999999999,65,92,36,72,67,0,0,0,17,0,0,30,25,34,27,37,27,34,27,23,32,19,35,34,52,34,44,57.99999999999999
17-3025,14910,14910,Environmental Engineering Technologists and Technicians,1,"Agriculture, Food & Natural Resources",Associate's degree,None,48390,Average,28.999999999999996,43,56.99999999999999,0,32,28.999999999999996,32,41,39,27,38,39,0,0,55.00000000000001,5,17,47,28.999999999999996,27,18,25,16,18,31,13,38,44,21,64,18,48,68,38,38,30,35,18,87,86,39,44,64,74,41,60,42,19,53,25,36,22,7.000000000000001,43,37,43,39,45,46,94,73,61,51,61,50,44,54,50,50,27,46,62,46,64,18,42,48,16,0,0,27,43,9,22,25,30,25,32,27,30,27,16,28.000000000000004,11,24,49,39,33,46,49
17-3026,62030,31015,Industrial Engineering Technologists and Technicians,2,Manufacturing,Associate's degree,None,60220,Slower than average,23,46,55.00000000000001,0,23,28.999999999999996,43,34,27,25,51,56.99999999999999,0,0,17,2,0,52,32,9,7.000000000000001,7.000000000000001,0,0,18,1,39,28.999999999999996,10,10,7.000000000000001,48,19,15,38,26,39,17,91,88,43,52,45,88,48,61,53,21,43,20,0,24,0,30,25,34,28.999999999999996,37,62,98,82,67,31,67,62,56.99999999999999,54,48,52,20,52,68,53,92,22,62,67,0,0,0,26,0,0,35,7.000000000000001,0,13,9,0,25,16,16,31,14.000000000000002,19,45,53,49,30,52
17-3026,62030,31015,Nanotechnology Engineering Technologists and Technicians,2,Manufacturing,Associate's degree,None,60220,Slower than average,27,0,54,0,37,35,33,49,42,30,64,54,0,15,35,2,6,56.00000000000001,27,0,0,0,0,0,0,1,22,6,8,10,2,11,4,6,0,20,51,26,78,74,28.000000000000004,33,41,80,62,73,54,17,36,21,17,22,0,50,0,45,34,35,68,100,88,47,0,71,53,49,53,46,47,24,65,62,41,89,32,79,55.00000000000001,0,0,0,25,0,0,37,0,28.000000000000004,0,0,0,30,0,0,17,4,16,34,50,24,14.000000000000002,32
17-3027,40180,20090,Automotive Engineering Technicians,2,Manufacturing,Associate's degree,None,60460,Average,27,0,48,0,41,43,45,45,37,32,70,65,0,6,19,11,3,63,26,30,27,23,23,25,50,20,40,46,17,68,33,54,45,41,48,39,44,28.999999999999996,84,80,42,47,46,83,47,62,59,27,53,30,25,25,28.999999999999996,45,43,43,37,49,70,99,85,57.99999999999999,26,72,54,43,48,37,43,28.999999999999996,67,55.00000000000001,67,92,32,66,72,0,9,0,32,28.000000000000004,13,34,18,37,25,30,21,36,18,0,35,20,28.000000000000004,37,54,32,31,55.00000000000001
17-3027,40180,20090,Mechanical Engineering Technologists and Technicians,2,Manufacturing,Associate's degree,None,60460,Average,18,41,54,0,36,37,39,43,41,28.999999999999996,38,54,0,10,0,8,3,60,31,21,16,18,20,14.000000000000002,23,3,32,36,15,18,12,42,18,20,33,19,34,0,90,92,44,47,63,77,66,77,54,25,42,11,32,41,9,46,45,43,43,48,61,99,86,60,31,73,73,44,48,52,48,28.999999999999996,44,49,64,76,18,60,57.99999999999999,10,0,0,22,16,0,30,16,36,30,30,21,36,25,20,24,14.000000000000002,23,41,49,40,28.999999999999996,48
17-3029,73600,36800,Non-Destructive Testing Specialists,2,Manufacturing,High school diploma or equivalent,Short-term on-the-job training,61950,Slower than average,16,13,55.00000000000001,0,37,39,30,41,43,28.999999999999996,44,49,0,0,11,8,4,60,31,28.999999999999996,27,30,21,25,30,10,60,64,48,51,6,69,64,56.00000000000001,30,35,40,38,90,80,44,49,60,74,56.99999999999999,62,44,23,47,25,24,25,11,45,43,43,39,47,46,86,86,66,36,51,46,54,45,43,43,32,63,68,61,98,44,56.00000000000001,60,0,0,0,20,18,0,25,34,39,30,30,28.999999999999996,37,27,23,38,26,38,54,64,34,35,59
17-3029,73600,36800,Photonics Technicians,2,Manufacturing,Postsecondary nondegree award,Moderate-term on-the-job training,61950,Slower than average,23,0,50,0,46,45,43,55.00000000000001,46,32,54,60,0,0,15,2,4,49,28.999999999999996,0,0,0,0,0,19,2,35,19,14.000000000000002,24,8,32,22,23,25,23,47,23,80,56.00000000000001,30,35,42,68,45,65,56.99999999999999,16,32,22,10,23,0,50,37,48,39,46,68,88,87,54,27,69,60,40,37,43,46,30,70,46,41,84,35,68,61,0,0,0,35,16,0,22,0,0,0,27,0,32,0,0,22,9,16,37,54,27,30,35
17-3031,56070,56070,Surveying and Mapping Technicians,1,Architecture & Construction,High school diploma or equivalent,Moderate-term on-the-job training,46910,Slower than average,23,31,48,0,0,0,0,43,35,21,32,27,0,0,19,11,6,53,22,22,0,0,0,0,32,8,40,45,16,47,12,33,57.99999999999999,19,25,22,28.000000000000004,0,83,76,32,35,49,71,43,64,53,0,47,0,26,18,0,39,30,40,27,51,73,94,90,71,0,55.00000000000001,57.99999999999999,25,51,46,46,21,68,26,38,47,21,39,43,32,0,0,32,79,0,21,0,0,0,0,0,0,0,0,27,15,22,67,48,42,35,43
19-1011,2790,2790,Animal Scientists,1,"Agriculture, Food & Natural Resources",Bachelor's degree,None,65090,Average,14.000000000000002,43,64,0,0,0,0,21,0,11,24,20,25,42,83,4,32,46,37,11,0,11,0,0,40,5,43,56.00000000000001,16,73,36,70,67,65,38,47,60,52,95,84,38,43,67,77,79,86,56.99999999999999,42,59,53,61,59,5,28.999999999999996,28.999999999999996,9,11,56.00000000000001,61,99,79,56.00000000000001,41,51,40,52,50,50,48,5,33,55.00000000000001,31,50,11,38,44,24,34,0,47,46,31,53,0,7.000000000000001,9,9,5,25,5,0,15,15,14.000000000000002,31,44,30,26,43
19-1012,13510,13510,Food Scientists and Technologists,1,"Agriculture, Food & Natural Resources",Bachelor's degree,None,78340,Average,13,27,56.99999999999999,0,11,0,0,36,25,21,34,34,0,26,75,4,34,47,34,0,0,0,0,0,27,2,16,36,7.000000000000001,20,2,28.999999999999996,18,15,25,37,56.99999999999999,45,83,84,27,36,51,83,64,71,55.00000000000001,26,42,37,28.999999999999996,28.999999999999996,9,27,27,28.999999999999996,30,47,48,100,79,49,22,61,50,66,45,54,54,21,37,40,41,79,35,56.00000000000001,56.00000000000001,12,14.000000000000002,0,34,28.000000000000004,24,33,7.000000000000001,11,9,13,11,27,9,0,11,6,7.000000000000001,26,47,27,24,45
19-1013,15610,15610,Soil and Plant Scientists,1,"Agriculture, Food & Natural Resources",Bachelor's degree,None,66750,Faster than average,28.999999999999996,54,68,0,0,0,0,37,27,16,36,45,0,8,77,7.000000000000001,4,36,44,16,9,13,13,13,26,8,33,53,14.000000000000002,59,45,68,73,51,37,51,60,50,81,74,35,38,60,76,72,78,57.99999999999999,35,56.00000000000001,38,56.99999999999999,45,0,28.999999999999996,28.999999999999996,30,11,54,69,94,73,49,32,59,50,43,55.00000000000001,45,52,9,38,44,32,57.99999999999999,12,50,56.99999999999999,25,0,11,45,68,21,44,9,25,13,27,16,32,23,7.000000000000001,22,10,23,28.999999999999996,48,33,42,56.00000000000001
19-1021,35050,35050,Biochemists and Biophysicists,1,"Science, Technology, Engineering & Mathematics",Doctoral or professional degree,None,102270,Slower than average,39,52,77,0,34,16,16,39,30,25,62,48,22,47,92,9,28.000000000000004,54,40,0,0,0,0,0,13,3,23,15,6,3,0,11,1,4,25,36,63,52,67,69,28.999999999999996,39,20,80,81,92,67,20,16,15,31,47,0,28.999999999999996,16,41,11,38,73,96,94,63,24,59,44,27,68,59,68,9,61,38,28.999999999999996,79,28.999999999999996,62,49,0,14.000000000000002,0,34,0,15,41,0,9,0,13,0,25,0,0,11,9,11,43,42,24,8,34
19-1022,19430,19430,Microbiologists,1,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,79260,Slower than average,30,43,71,0,16,0,0,52,41,28.999999999999996,32,39,0,38,85,1,82,61,25,0,0,0,0,0,24,0,14.000000000000002,18,1,7.000000000000001,1,14.000000000000002,10,9,14.000000000000002,40,56.99999999999999,48,88,72,34,37,40,79,66,81,49,21,39,13,17,23,0,43,27,52,25,53,57.99999999999999,99,97,71,0,38,17,33,55.00000000000001,55.00000000000001,56.99999999999999,21,73,60,12,94,12,46,56.00000000000001,17,0,0,34,31,0,38,0,7.000000000000001,0,18,0,28.999999999999996,0,0,16,5,8,65,41,22,19,30
19-1023,15930,15930,Zoologists and Wildlife Biologists,1,"Agriculture, Food & Natural Resources",Bachelor's degree,None,64650,Average,16,20,71,0,0,0,0,36,27,23,28.999999999999996,30,12,14.000000000000002,78,7.000000000000001,19,39,33,25,18,16,25,20,31,6,35,48,16,69,24,45,65,33,41,44,61,42,88,81,39,43,70,82,68,85,56.99999999999999,20,56.99999999999999,19,62,40,13,32,28.999999999999996,30,25,55.00000000000001,61,100,74,34,24,35,30,12,43,45,46,25,34,33,23,40,3,38,55.00000000000001,35,20,0,47,68,33,35,16,28.999999999999996,23,34,16,30,25,5,24,20,17,35,35,31,42,56.00000000000001
19-1029,47050,11762.5,Bioinformatics Scientists,4,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,82530,Slower than average,0,0,70,0,0,0,0,39,20,0,32,21,0,31,89,2,15,34,30,0,0,0,0,0,0,2,4,6,0,5,0,7.000000000000001,7.000000000000001,5,0,43,62,40,83,68,25,31,35,93,83,87,78,0,26,24,28.999999999999996,42,0,25,0,18,0,51,80,100,86,50,0,51,37,18,59,61,63,0,50,3,3,5,2,26,30,0,0,0,39,21,0,54,0,0,0,0,0,0,0,0,1,0,0,43,18,11,2,18
19-1029,47050,11762.5,Biologists,4,"Science, Technology, Engineering & Mathematics",Bachelor's degree,None,82530,Slower than average,52,21,70,0,0,0,0,37,28.999999999999996,11,33,25,0,18,78,3,8,51,31,5,7.000000000000001,9,7.000000000000001,7.000000000000001,27,3,21,44,11,63,34,51,53,37,34,43,45,40,92,84,38,43,50,81,69,84,52,36,62,28.000000000000004,56.00000000000001,48,0,21,27,37,9,60,57.99999999999999,100,86,38,27,49,30,0,61,48,59,11,27,32,23,38,4,45,60,26,0,0,43,60,30,41,11,14.000000000000002,11,16,14.000000000000002,25,14.000000000000002,0,16,6,20,37,34,27,28.000000000000004,65
