code,employment,employment2,occupation,code.variants,career_cluster,entry_level_education,typical_on_the_job_training,annual_wage_2021,projected_growth_2020.2030,programming.l,operations_analysis.l,written_expression.l,equipment_maintenance.l,repairing.l,manual_dexterity.l,medicine_and_dentistry.l,exposed_to_disease_or_infections.l,physical_proximity.l,very_hot_or_cold_temperatures.l,in_a_enclosed_vehicle_or_equipment.l,in_an_open_vehicle_or_equipment.l,outdoors_exposed_to_weather.l,personnel_and_human_resources.l,monitoring_and_controlling_resources.l,staffing_organizational_units.l,contact_with_others.l,deal_with_unpleasant_or_angry_people.l,deal_with_external_customers.l,interpreting_the_meaning_of_information_for_others.l,processing_information.l,working_with_computers.l,economics_and_accounting.l,sales_and_marketing.l,selling_or_influencing_others.l,control_precision.l,multilimb_coordination.l,arm_hand_steadiness.l,administrative.l,electronic_mail.l,importance_of_repeating_same_tasks.l,building_and_construction.l,design.l,production_and_processing.l,basic.mathematics.l,number_facility.l,mathematical_reasoning.l,spend_time_using_your_hands_to_handle_control_or_feel_objects_tools_or_controls.l,pace_determined_by_speed_of_equipment.l,handling_and_moving_objectives.l,history_and_archeology.l,fine_arts.l,public_speaking.l,extent_flexibility.l,stamina.l,spend_time_bending_or_twisting_the_body.l,spend_time_kneeling_crouching_stooping_or_crawling.l,spend_time_making_repetitive_motions.l,spend_time_standing.l,spend_time_walking_and_running.l
25-1125,18590,18590,"History Teachers, Postsecondary",1,Education & Training,Doctoral or professional degree,None,78130,Average,0,36,71,0,0,0,11,8,36,9,9,0,0,38,36,25,77,34,41,81,80,47,0,33,39,0,0,0,40,97,55.00000000000001,0,13,0,28.999999999999996,28.999999999999996,28.999999999999996,28.000000000000004,0,19,92,32,81,0,0,0,0,48,39,14.000000000000002
25-1126,20850,20850,"Philosophy and Religion Teachers, Postsecondary",1,Education & Training,Doctoral or professional degree,None,77610,Faster than average,11,27,71,0,0,0,0,3,46,1,1,0,0,40,32,27,83,33,37,82,57.99999999999999,48,10,16,46,0,0,0,38,99,41,0,0,0,30,30,30,14.000000000000002,0,11,57.99999999999999,25,76,0,0,1,1,34,37,13
25-1192,2730,2730,"Family and Consumer Sciences Teachers, Postsecondary",1,Education & Training,Doctoral or professional degree,None,79630,Average,11,32,64,0,0,0,14.000000000000002,10,47,3,3,0,5,44,42,31,94,32,66,56.00000000000001,53,49,26,36,22,0,0,0,57.99999999999999,97,57.99999999999999,0,24,19,41,34,43,30,15,41,24,18,51,0,0,13,4,25,35,22
25-1193,13860,13860,"Recreation and Fitness Studies Teachers, Postsecondary",1,Education & Training,Doctoral or professional degree,None,72440,Average,0,37,63,0,0,0,36,18,59,19,14.000000000000002,5,27,62,50,52,94,41,65,73,67,46,33,46,46,5,5,5,49,96,44,12,18,15,37,34,37,16,2,46,28.000000000000004,0,79,7.000000000000001,14.000000000000002,19,16,35,44,28.999999999999996
25-1194,105440,105440,"Career/Technical Education Teachers, Postsecondary",1,Education & Training,Bachelor's degree,None,59840,Slower than average,9,37,56.99999999999999,20,18,32,25,17,76,16,14.000000000000002,7.000000000000001,10,52,51,40,91,37,70,50,52,49,37,46,37,36,28.999999999999996,36,60,87,49,45,56.99999999999999,45,32,32,30,48,9,62,24,17,88,20,18,23,15,28.000000000000004,66,33
25-2011,391670,391670,"Preschool Teachers, Except Special Education",1,Education & Training,Associate's degree,None,30210,Much faster than average,0,20,43,0,0,28.999999999999996,26,52,76,24,10,0,53,25,32,17,95,54,56.00000000000001,21,31,23,0,21,18,11,28.999999999999996,28.999999999999996,38,32,25,0,16,11,27,28.999999999999996,28.999999999999996,50,0,41,23,28.000000000000004,38,36,25,49,52,38,66,53
25-2012,120730,120730,"Kindergarten Teachers, Except Special Education",1,Education & Training,Bachelor's degree,None,60900,Average,0,13,56.99999999999999,0,0,16,28.000000000000004,68,86,16,6,4,37,32,34,18,91,47,84,40,50,46,12,15,25,11,25,30,60,96,36,0,20,11,32,34,36,42,7.000000000000001,47,52,32,71,27,18,40,42,43,77,59
25-2021,1329280,1329280,"Elementary School Teachers, Except Special Education",1,Education & Training,Bachelor's degree,None,61400,Average,7.000000000000001,23,59,0,0,5,21,46,79,14.000000000000002,5,2,27,23,31,16,95,62,66,40,49,39,11,14.000000000000002,21,0,14.000000000000002,9,53,93,44,0,19,0,39,34,36,28.999999999999996,6,39,51,23,64,13,21,28.000000000000004,33,30,78,50
25-2022,592000,592000,"Middle School Teachers, Except Special and Career/Technical Education",1,Education & Training,Bachelor's degree,None,61320,Average,9,0,56.99999999999999,0,0,0,21,54,70,21,13,1,37,38,31,24,97,69,77,53,64,44,22,25,39,0,0,0,53,100,42,14.000000000000002,26,23,43,43,43,35,0,43,49,36,89,0,5,19,13,33,66,40
25-2023,11840,11840,"Career/Technical Education Teachers, Middle School",1,Education & Training,Bachelor's degree,None,61820,Average,11,37,56.99999999999999,0,5,25,12,23,78,12,16,5,21,44,53,0,91,72,71,50,55.00000000000001,57.99999999999999,36,32,24,25,25,23,57.99999999999999,95,45,35,49,34,34,34,34,44,11,48,32,21,65,14.000000000000002,20,15,15,21,66,43
25-2031,1020240,1020240,"Secondary School Teachers, Except Special and Career/Technical Education",1,Education & Training,Bachelor's degree,None,61820,Average,11,18,59,0,0,5,25,17,70,13,11,2,22,46,33,0,93,65,64,54,56.00000000000001,49,15,25,35,0,0,7.000000000000001,52,94,37,11,27,22,43,41,43,28.999999999999996,3,34,42,31,84,0,0,13,7.000000000000001,20,68,35
25-2032,84360,84360,"Career/Technical Education Teachers, Secondary School",1,Education & Training,Bachelor's degree,None,61820,Average,14.000000000000002,9,59,11,9,36,25,31,77,18,33,14.000000000000002,20,50,53,40,92,60,55.00000000000001,53,59,55.00000000000001,37,48,49,30,25,41,65,98,45,24,45,45,45,43,43,49,5,59,33,24,93,18,21,32,19,40,57.99999999999999,37
25-2051,21130,21130,"Special Education Teachers, Preschool",1,Education & Training,Bachelor's degree,None,62420,Faster than average,14.000000000000002,18,56.99999999999999,0,0,27,30,52,87,15,11,0,46,13,26,20,100,43,48,48,51,47,0,0,26,16,23,28.999999999999996,56.00000000000001,90,35,0,0,0,30,27,27,43,2,61,26,11,17,27,21,56.99999999999999,60,52,60,43
25-2057,79070,79070,"Special Education Teachers, Middle School",1,Education & Training,Bachelor's degree,None,61820,Average,11,0,56.99999999999999,0,0,0,14.000000000000002,55.00000000000001,81,11,7.000000000000001,1,19,28.999999999999996,25,23,98,66,76,65,62,59,8,9,27,0,0,0,60,95,44,0,10,0,39,41,43,36,6,34,37,14.000000000000002,72,0,9,28.999999999999996,17,40,67,53
25-2058,145690,145690,"Special Education Teachers, Secondary School",1,Education & Training,Bachelor's degree,None,62120,Average,14.000000000000002,34,55.00000000000001,0,0,0,26,32,74,6,13,0,14.000000000000002,45,34,27,98,65,68,57.99999999999999,67,54,21,24,31,0,11,9,61,100,33,11,23,27,41,41,43,27,7.000000000000001,32,49,22,65,7.000000000000001,16,26,22,30,56.99999999999999,36
25-2059,38000,38000,Adapted Physical Education Specialists,1,Education & Training,Bachelor's degree,None,61720,Faster than average,0,28.999999999999996,54,0,0,43,33,43,92,31,45,1,54,20,28.000000000000004,0,85,56.00000000000001,57.99999999999999,46,46,45,12,12,31,36,43,43,44,94,30,0,18,16,28.999999999999996,28.999999999999996,28.999999999999996,44,3,69,18,20,57.99999999999999,43,43,54,43,39,86,73
25-3011,38260,38260,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1,Education & Training,Bachelor's degree,None,59720,Decline,9,9,56.99999999999999,0,0,0,0,19,80,9,0,0,5,19,27,13,82,32,56.00000000000001,53,41,47,0,11,27,0,0,0,50,90,43,0,0,0,36,39,39,34,2,26,43,13,65,0,0,18,4,34,56.99999999999999,26
25-3021,216910,216910,Self-Enrichment Teachers,1,Education & Training,High school diploma or equivalent,None,43580,Much faster than average,11,21,50,0,0,20,12,8,76,5,24,1,18,21,0,0,94,28.999999999999996,56.00000000000001,54,35,33,0,32,41,18,18,25,31,73,48,0,0,19,23,25,27,48,7.000000000000001,41,0,30,41,21,14.000000000000002,12,7.000000000000001,22,38,13
25-3041,147100,147100,Tutors,1,Education & Training,Bachelor's degree,Long-term on-the-job training,36470,Much faster than average,11,0,56.99999999999999,0,0,13,12,7.000000000000001,81,5,1,0,1,38,28.999999999999996,24,89,41,53,63,47,38,10,27,21,13,0,16,51,92,30,0,0,9,34,34,41,41,1,18,33,10,41,0,0,9,5,22,30,11
25-4011,6120,6120,Archivists,1,Education & Training,Master's degree,None,60050,Faster than average,13,30,56.99999999999999,0,0,23,0,2,44,8,28.000000000000004,3,6,48,57.99999999999999,49,74,33,78,64,67,55.00000000000001,25,35,39,9,21,27,74,100,68,18,23,22,30,34,28.999999999999996,46,2,76,73,20,35,20,13,22,26,49,32,23
25-4012,11030,11030,Curators,1,Education & Training,Master's degree,None,60110,Much faster than average,14.000000000000002,34,68,0,0,27,0,5,44,19,31,12,26,41,56.99999999999999,35,83,33,77,65,70,47,26,37,47,5,18,30,62,93,38,22,42,20,43,45,46,36,3,74,83,71,48,11,14.000000000000002,18,13,36,37,23
25-4013,10960,10960,Museum Technicians and Conservators,1,Education & Training,Bachelor's degree,None,47630,Much faster than average,9,7.000000000000001,55.00000000000001,5,13,45,0,0,55.00000000000001,28.000000000000004,22,6,23,31,39,17,69,26,62,42,51,37,17,13,24,41,34,48,50,79,56.00000000000001,25,41,34,36,34,41,64,7.000000000000001,79,57.99999999999999,60,31,30,16,37,28.999999999999996,32,62,37
25-4022,127790,127790,Librarians and Media Collections Specialists,1,Education & Training,Master's degree,None,61190,Average,0,30,54,0,0,28.999999999999996,0,17,56.00000000000001,20,18,5,12,37,0,21,84,50,66,51,62,55.00000000000001,26,43,36,27,22,33,61,96,47,0,31,33,28.999999999999996,31,31,41,6,44,31,28.999999999999996,49,9,7.000000000000001,25,24,47,49,34
25-4031,73000,73000,Library Technicians,1,Education & Training,Postsecondary nondegree award,None,36970,Little or no change,11,14.000000000000002,43,9,0,30,9,16,62,11,9,7.000000000000001,13,19,37,18,76,47,68,31,44,43,22,24,17,27,28.999999999999996,27,61,93,79,0,17,15,30,30,28.999999999999996,57.99999999999999,10,60,21,18,25,39,16,32,25,65,41,28.999999999999996
25-9021,10620,10620,Farm and Home Management Educators,1,Education & Training,Master's degree,None,49990,Decline,21,39,61,0,0,16,19,14.000000000000002,43,45,74,23,47,49,57.99999999999999,48,88,37,85,60,67,46,40,45,49,36,36,27,57.99999999999999,100,31,18,32,28.999999999999996,52,48,48,27,5,52,34,0,65,7.000000000000001,9,21,17,25,36,24
25-9031,184740,184740,Instructional Coordinators,1,Education & Training,Master's degree,None,63740,Average,9,21,66,0,0,0,0,16,55.00000000000001,9,23,0,20,52,54,34,96,49,65,64,72,56.00000000000001,28.000000000000004,30,44,0,0,0,65,100,42,0,16,28.000000000000004,41,43,41,15,0,35,44,17,66,0,5,9,4,31,48,30
25-9044,121290,121290,"Teaching Assistants, Postsecondary",1,Education & Training,Bachelor's degree,None,38040,Average,14.000000000000002,28.999999999999996,56.99999999999999,0,0,11,14.000000000000002,6,61,6,5,0,3,16,23,0,90,30,43,56.00000000000001,52,49,0,0,30,11,0,13,41,94,39,0,30,12,28.999999999999996,32,32,30,1,26,33,25,72,0,0,15,5,37,48,26
27-1011,42080,42080,Art Directors,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,100890,Faster than average,13,46,55.00000000000001,13,14.000000000000002,28.999999999999996,0,0,59,10,34,0,18,45,53,24,87,59,57.99999999999999,48,56.99999999999999,72,31,74,62,21,0,28.999999999999996,56.99999999999999,100,80,0,59,42,41,37,46,78,39,27,28.000000000000004,72,20,0,0,13,6,85,22,11
27-1012,3740,3740,Craft Artists,1,"Arts, Audio/Video Technology & Communications",No formal educational credential,Long-term on-the-job training,35930,Faster than average,7.000000000000001,34,37,23,23,48,0,2,34,31,32,8,28.999999999999996,17,59,14.000000000000002,53,28.000000000000004,63,13,34,43,38,67,59,46,45,55.00000000000001,49,90,56.99999999999999,31,56.99999999999999,54,28.999999999999996,36,30,88,12,79,28.000000000000004,69,27,37,25,32,16,73,56.00000000000001,23
27-1013,9430,9430,"Fine Artists, Including Painters, Sculptors, and Illustrators",1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,Long-term on-the-job training,60820,Much faster than average,9,39,43,0,0,52,0,0,9,17,21,0,22,0,33,0,51,11,42,32,38,41,0,47,24,43,34,54,50,73,41,0,75,60,20,30,20,91,4,49,0,61,12,20,13,34,10,64,50,16
27-1014,20430,20430,Special Effects Artists and Animators,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,78790,Much faster than average,23,0,54,0,0,32,0,0,53,6,15,0,15,25,0,31,77,28.000000000000004,66,48,51,67,17,54,37,34,7.000000000000001,41,40,100,45,0,61,41,34,36,34,82,25,0,13,49,24,0,0,1,1,49,18,11
27-1021,27940,27940,Commercial and Industrial Designers,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,77030,Average,21,55.00000000000001,55.00000000000001,0,0,25,0,0,49,24,26,5,12,44,36,14.000000000000002,85,41,75,32,59,53,28.999999999999996,52,43,30,0,39,54,100,67,30,86,66,50,41,48,49,10,35,0,0,37,0,0,9,5,41,26,27
27-1022,19310,19310,Fashion Designers,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,77450,Little or no change,9,48,52,0,0,32,0,0,48,2,7.000000000000001,0,6,32,63,45,94,34,70,48,57.99999999999999,45,15,47,71,28.999999999999996,0,41,31,93,30,0,54,48,32,36,32,76,10,24,0,37,28.000000000000004,16,0,7.000000000000001,4,53,38,28.999999999999996
27-1023,36000,36000,Floral Designers,1,"Arts, Audio/Video Technology & Communications",High school diploma or equivalent,Moderate-term on-the-job training,29880,Decline,5,39,41,0,0,34,0,25,73,31,32,0,56.99999999999999,27,47,0,88,60,95,0,33,45,21,45,39,21,30,43,30,81,43,0,41,49,30,21,27,88,0,55.00000000000001,0,27,4,20,16,43,22,60,80,54
27-1024,204040,204040,Graphic Designers,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,50710,Slower than average,11,45,50,0,0,28.999999999999996,0,0,34,3,6,0,10,27,44,24,76,28.000000000000004,50,55.00000000000001,51,56.99999999999999,30,63,60,30,0,36,59,100,61,0,73,38,30,30,27,72,11,23,23,70,33,0,0,5,4,68,22,11
27-1025,61970,61970,Interior Designers,1,Architecture & Construction,Bachelor's degree,None,60340,Little or no change,13,46,56.99999999999999,0,0,0,20,7.000000000000001,53,17,32,0,18,46,46,47,87,42,80,44,52,54,36,63,65,9,9,0,61,100,45,64,91,36,45,41,41,24,3,44,35,63,36,0,0,10,11,48,26,18
27-1026,159790,159790,Merchandise Displayers and Window Trimmers,1,Marketing,High school diploma or equivalent,Short-term on-the-job training,32060,Slower than average,7.000000000000001,28.999999999999996,43,0,0,41,0,2,67,34,23,13,18,25,30,0,89,56.00000000000001,74,28.000000000000004,38,34,14.000000000000002,60,39,36,37,46,30,69,46,22,41,22,20,27,23,77,4,80,8,23,19,50,41,55.00000000000001,47,53,87,80
27-1027,6850,6850,Set and Exhibit Designers,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,54860,Average,13,54,54,7.000000000000001,5,39,7.000000000000001,3,53,12,22,6,25,33,45,28.999999999999996,76,33,44,39,45,56.00000000000001,22,30,38,37,21,37,31,97,33,61,82,49,48,39,39,67,1,47,61,94,49,11,11,20,19,32,41,28.999999999999996
27-2011,30100,30100,Actors,1,"Arts, Audio/Video Technology & Communications","Some college, no degree",Long-term on-the-job training,48838,Much faster than average,0,20,48,0,0,25,0,5,95,13,26,11,19,26,0,0,93,42,66,27,13,0,0,45,0,0,28.999999999999996,25,30,92,40,16,28.999999999999996,0,0,0,0,27,6,56.99999999999999,42,84,89,27,25,40,15,35,71,39
27-2012,138250,34562.5,Media Programming Directors,4,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,79000,Much faster than average,5,45,56.99999999999999,0,0,20,0,0,42,24,44,3,35,61,64,66,98,63,93,56.99999999999999,72,57.99999999999999,34,46,38,30,14.000000000000002,28.999999999999996,69,100,56.00000000000001,0,0,37,34,41,41,60,31,39,25,27,55.00000000000001,0,0,3,3,44,33,24
27-2012,138250,34562.5,Media Technical Directors/Managers,4,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,79000,Much faster than average,16,27,54,28.999999999999996,21,32,0,1,67,26,39,7.000000000000001,39,24,42,39,99,41,59,49,52,56.99999999999999,7.000000000000001,22,23,37,28.999999999999996,34,40,100,70,0,33,42,32,30,28.999999999999996,70,44,48,17,0,49,13,7.000000000000001,28.000000000000004,12,37,32,32
27-2012,138250,34562.5,Producers and Directors,4,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,79000,Much faster than average,12,0,59,0,0,22,0,1,67,16,30,0,28.000000000000004,36,46,33,93,52,66,48,56.99999999999999,50,0,35,40,25,18,28.000000000000004,40,100,40,0,33,30,35,37,37,37,19,43,36,55.00000000000001,53,0,0,12,9,36,35,21
27-2012,138250,34562.5,Talent Directors,4,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,79000,Much faster than average,9,28.999999999999996,55.00000000000001,0,0,0,0,5,40,10,19,0,13,59,35,28.000000000000004,89,36,74,33,39,41,30,47,36,0,0,0,66,98,33,0,0,20,27,34,30,28.000000000000004,2,18,21,55.00000000000001,37,0,0,10,9,39,33,22
27-2021,12320,12320,Athletes and Sports Competitors,1,Hospitality & Tourism,No formal educational credential,Long-term on-the-job training,77300,Much faster than average,0,28.999999999999996,41,13,0,46,21,6,59,61,44,28.000000000000004,80,60,52,28.000000000000004,83,50,57.99999999999999,53,70,38,45,53,47,32,46,45,48,76,67,23,34,36,21,21,21,69,15,78,14.000000000000002,0,39,54,56.99999999999999,56.00000000000001,13,73,77,56.99999999999999
27-2022,193740,193740,Coaches and Scouts,1,Education & Training,Bachelor's degree,None,38970,Much faster than average,0,41,54,0,0,27,30,9,74,45,37,9,56.99999999999999,53,51,39,94,49,49,42,49,43,21,45,40,20,27,32,44,92,34,0,30,25,28.999999999999996,30,28.999999999999996,36,7.000000000000001,55.00000000000001,15,0,75,23,37,26,17,42,69,49
27-2023,9620,9620,"Umpires, Referees, and Other Sports Officials",1,Hospitality & Tourism,High school diploma or equivalent,Moderate-term on-the-job training,35860,Much faster than average,0,14.000000000000002,37,0,0,11,16,12,71,41,8,3,61,27,13,26,73,54,48,44,42,27,11,13,19,0,27,25,30,69,41,0,14.000000000000002,0,30,27,27,13,8,20,0,0,36,30,39,32,28.000000000000004,37,75,61
27-2031,3850,3850,Dancers,1,"Arts, Audio/Video Technology & Communications",No formal educational credential,Long-term on-the-job training,39062,Much faster than average,0,9,36,0,0,30,9,21,98,21,8,5,18,0,0,0,94,57.99999999999999,51,19,15,0,18,28.000000000000004,31,11,0,34,17,42,68,0,0,15,5,7.000000000000001,7.000000000000001,34,17,37,12,83,42,70,66,89,41,85,83,51
27-2032,3990,3990,Choreographers,1,"Arts, Audio/Video Technology & Communications",High school diploma or equivalent,Long-term on-the-job training,42700,Much faster than average,0,41,45,0,0,28.999999999999996,24,3,100,12,4,0,17,41,54,56.99999999999999,87,44,41,54,45,38,25,46,52,0,55.00000000000001,43,41,94,61,14.000000000000002,46,27,14.000000000000002,20,18,20,0,70,43,90,60,59,55.00000000000001,82,53,81,85,61
27-2041,9560,9560,Music Directors and Composers,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,49130,Average,9,33,51,0,0,22,0,9,46,7.000000000000001,24,0,12,37,51,25,68,27,61,43,52,46,28.000000000000004,50,48,18,0,26,55.00000000000001,92,67,0,33,36,21,28.000000000000004,23,69,11,33,33,90,56.00000000000001,0,0,13,4,62,37,12
27-2042,24080,24080,Musicians and Singers,1,"Arts, Audio/Video Technology & Communications",No formal educational credential,Long-term on-the-job training,63419,Faster than average,0,20,40,0,0,32,0,18,88,10,14.000000000000002,0,12,28.999999999999996,22,16,87,36,53,44,61,0,18,28.999999999999996,26,24,40,34,30,65,64,0,0,23,0,15,13,70,15,47,37,85,28.999999999999996,21,23,25,16,57.99999999999999,35,16
27-3011,24580,24580,Broadcast Announcers and Radio Disc Jockeys,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,37630,Faster than average,0,18,55.00000000000001,9,9,25,11,10,54,23,40,2,34,27,23,21,90,47,75,56.99999999999999,62,62,19,50,64,30,14.000000000000002,23,45,91,56.00000000000001,0,25,25,18,16,14.000000000000002,65,33,52,31,44,57.99999999999999,13,0,19,18,54,36,22
27-3023,39080,39080,"News Analysts, Reporters, and Journalists",1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,48370,Average,11,25,59,0,0,18,23,10,60,32,54,11,42,28.999999999999996,19,21,91,50,68,63,57.99999999999999,42,27,28.999999999999996,32,23,10,17,45,96,51,0,14.000000000000002,0,19,25,21,41,18,34,50,21,45,0,0,10,9,48,28.999999999999996,27
27-3031,242710,242710,Public Relations Specialists,1,Marketing,Bachelor's degree,None,62800,Faster than average,7.000000000000001,39,59,0,0,0,8,4,46,13,32,4,25,42,47,40,90,52,75,57.99999999999999,60,50,35,74,71,0,0,0,62,100,28.999999999999996,0,28.999999999999996,23,27,32,28.999999999999996,22,0,24,28.000000000000004,28.000000000000004,40,0,0,10,7.000000000000001,41,24,23
27-3041,88780,88780,Editors,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,None,63350,Average,11,21,71,0,0,18,9,0,54,18,22,0,16,44,28.000000000000004,28.000000000000004,89,54,68,46,56.00000000000001,47,16,35,38,11,0,20,56.00000000000001,97,76,0,31,28.999999999999996,34,30,27,47,1,28.000000000000004,41,13,36,0,0,5,4,60,22,14.000000000000002
27-3042,47620,47620,Technical Writers,1,"Arts, Audio/Video Technology & Communications",Bachelor's degree,Short-term on-the-job training,78060,Faster than average,5,36,73,0,0,14.000000000000002,14.000000000000002,0,42,5,25,6,4,17,24,19,78,30,55.00000000000001,68,73,59,14.000000000000002,20,34,9,0,20,74,94,88,0,38,44,9,14.000000000000002,13,63,6,12,0,0,28.999999999999996,0,0,4,2,75,17,7.000000000000001
27-3043,49410,24705,"Poets, Lyricists and Creative Writers",2,"Arts, Audio/Video Technology & Communications",Bachelor's degree,Long-term on-the-job training,69510,Much faster than average,9,25,71,0,0,23,0,0,14.000000000000002,3,12,1,13,0,19,0,44,28.999999999999996,30,52,53,49,16,51,54,18,0,27,53,79,57.99999999999999,0,14.000000000000002,13,7.000000000000001,14.000000000000002,13,48,4,0,40,52,27,0,0,1,2,63,23,9
